product_id,product_name,aisle_id,department_id
584,Organic Blueberry Pomegranate Whole Milk Yogurt,120,16
585,Pretzel Thins Parmesan Herb Crackers,78,19
586,Geranium Daily Bar Soap,25,11
587,Air Effects Gain Island Fresh,101,17
588,Special K Original Cereal,121,14
589,Salsa Roja,51,13
590,Almonds Roasted and Salted,117,19
591,Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,37,1
592,SpongeBob Shapes Macaroni & Cheese Dinner,4,9
593,"Linguine, No. 6",131,9
594,Gluten Free Peanut Butter Berry Chewy With A Crunch Granola Bars,3,19
595,Injera Flat Bread,128,3
